X,Y,OBJECTID,PARK_NAME,AGE_RANGE,DATE_INSTALLED,COMMENTS,DATA_SOURCE
-75.1990860789163,39.9735853080929,316,Clayborne and Lewis Playground,2_5_YEARS,2004/01/01 00:00:00+00, ,Nearmap 2023
-75.2005346523913,39.9658764803438,317,Norman (Butch) Ellis Playground,2_5_YEARS,, ,Nearmap 2023
-75.1957208440356,39.9672795199565,318,Miles Mack Playground,2_5_YEARS,2021/03/01 00:00:00+00,Rebuild renovations in 2021,Nearmap 2023
-75.1905442291553,39.9650671826514,319,33rd and Wallace Playground,2_5_YEARS,2022/06/28 00:00:00+00, ,Nearmap 2023
-75.178167362378,39.978247421932,320,Athletic Recreation Center,2_5_YEARS,, ,Nearmap 2023
-75.1666944289962,39.9688221306439,321,Francisville Recreation Center,2_5_YEARS,2012/01/01 00:00:00+00, ,Nearmap 2023
-75.1675887941267,39.9655702673435,322,Roberto Clemente Playground,2_5_YEARS,2011/01/01 00:00:00+00, ,Nearmap 2023
-75.1835428253994,39.9481274231297,323,William H (Billy) Markward Memorial Playground,2_5_YEARS,2017/01/01 00:00:00+00, ,Nearmap 2023
-75.179362105252,39.9423075698804,324,22nd and Catharine Park,2_5_YEARS,,Looks like Non-PPR Equipment,Nearmap 2023
-75.1713646942886,39.9421155126006,325,Marian Anderson Recreation Center,2_5_YEARS,2018/01/01 00:00:00+00, ,Nearmap 2023
-75.2318960873511,39.9835536911541,326,Triangle Park,5_12_YEARS,2014/01/01 00:00:00+00, ,Nearmap 2023
-75.2411023033799,39.9820026888216,327,Ernest L Tustin Recreation Center,2_5_YEARS,, ,Nearmap 2023
-75.256229400628,39.9743843300739,328,Charles A Papa Playground,2_5_YEARS,2015/01/01 00:00:00+00, ,Nearmap 2023
-75.2601639605939,39.9729197373523,329,Samuel Rose Recreation Center,2_5_YEARS,, ,Nearmap 2023
-75.228087110321,39.9753834477809,330,Conestoga Community Playground,2_5_YEARS,2016/10/01 00:00:00+00, ,Nearmap 2023
-75.2344718634119,39.9671596230333,331,Haddington-Marshall L Shepard Sr Recreation Center,2_5_YEARS,, ,Nearmap 2023
-75.2390331425948,39.9565199462573,332,Howard Sayre Morris Recreation Center,2_5_YEARS,, ,Nearmap 2023
-75.2295676713022,39.9635166332757,333,Ann P Nichols Park,2_5_YEARS,2017/01/01 00:00:00+00, ,Nearmap 2023
-75.2344650014337,39.948985705572,334,Albert W Christy Sr Recreation Center,2_5_YEARS,2017/01/01 00:00:00+00, ,Nearmap 2023
-75.2226115796721,39.9670227793817,335,West Mill Creek Playground,2_5_YEARS,2014/01/01 00:00:00+00, ,Nearmap 2023
-75.2257628897276,39.9528330298912,336,Malcolm X Memorial Park,5_12_YEARS,, ,Nearmap 2023
-75.2164775278269,39.9711727523314,337,Sister Clara Muhammad Square,2_5_YEARS,2010/01/01 00:00:00+00, ,Nearmap 2023
-75.2155633487788,39.9659561109027,338,Tiffany Fletcher Recreation Center,2_5_YEARS,2014/01/01 00:00:00+00,Name changed by council on 12/2022.,Nearmap 2023
-75.2102061441064,39.9617603787975,339,John A Lee Cultural Center,2_5_YEARS,, ,Nearmap 2023
-75.2095734861503,39.9478678528845,340,Clarence H Clark Park,2_5_YEARS,, ,Nearmap 2023
-75.2099479193246,39.9422365871743,341,48th and Woodland Playground,2_5_YEARS,, ,Nearmap 2023
-75.2171552443643,39.9422446455821,342,Kingsessing Recreation Center,2_5_YEARS,, ,Nearmap 2023
-75.2383513672199,39.9408979192556,343,Whitby Avenue Playground,2_5_YEARS,, ,Nearmap 2023
-75.2279640027784,39.9349663274868,344,Francis J Myers Recreation Center,2_5_YEARS,, ,Nearmap 2023
-75.2305740912171,39.9236202389985,345,George Connell Park,2_5_YEARS,, ,Nearmap 2023
-75.2288773777486,39.9148806933256,346,J Francis Finnegan Playground,2_5_YEARS,2017/01/01 00:00:00+00,On the Eastern Side,Nearmap 2023
-75.232253048108,39.9150578555832,347,J Francis Finnegan Playground,2_5_YEARS,2017/01/01 00:00:00+00,Next to Recreation Center,Nearmap 2023
-75.2482486633602,39.9081354289711,348,William A Cibotti Recreation Center,2_5_YEARS,2020/08/01 00:00:00+00, ,Nearmap 2023
-75.2501857450165,39.9051533702167,349,Eastwick Regional Playground,2_5_YEARS,, ,Nearmap 2023
-75.2373488554302,39.9058163577157,350,Suffolk Park,2_5_YEARS,, ,Nearmap 2023
-75.1976329388354,39.9363546194576,351,Jacob Stinger Park,2_5_YEARS,,Renovated in 2022,"Ops District Manager 2022; Nearmap 2023"
-75.1932875071012,39.9377366999166,352,Donald P Finnegan Recreation Center,2_5_YEARS,2017/01/01 00:00:00+00,Renovated in 2017,Nearmap 2023
-75.188902254342,39.9312292993694,353,George A Vare Recreation Center,2_5_YEARS,2022/12/01 00:00:00+00,Rebuild Fall 2022,Nearmap 2023
-75.1830158424265,39.9358636439708,354,Wharton Square,2_5_YEARS,2014/01/01 00:00:00+00, ,Nearmap 2023
-75.1867896061289,39.925681865141,355,Thomas B Smith Recreation Center,2_5_YEARS,2018/01/01 00:00:00+00, ,Nearmap 2023
-75.1738839404699,39.9378798880516,356,Charles H Chew Playground,2_5_YEARS,, ,"Cyclomedia 2018, Playground Equipment 2017, Pictometry 2020"
-75.1753006063331,40.081521027053,357,Dorothy Emanuel Recreation Center,5_12_YEARS,, ,Nearmap 2023
-75.1181325493396,40.0342956922303,358,Charles J Ziehler Playground,5_12_YEARS,, ,Nearmap 2023
-75.1946055222832,39.9215266200184,359,29th and Passyunk Park,2_5_YEARS,, ,Nearmap 2023
-75.0966788276549,39.9907488379025,360,Bernard Samuel Playground,5_12_YEARS,2022/06/02 00:00:00+00,Renovated in 2022,Nearmap 2023
-75.1975657794585,39.936451673334,361,Jacob Stinger Park,5_12_YEARS,,Renovated in 2022,"Ops District Manager 2022; Nearmap 2023"
-75.1549550378223,39.9635069210303,362,10th and Lemon Playground,UNKNOWN,,2023-Under Construction,Nearmap 2023
-75.1928910514338,39.9375486121001,363,Donald P Finnegan Recreation Center,5_12_YEARS,, ,Nearmap 2023
-75.1726676480677,39.9165183953549,364,Marconi Plaza,5_12_YEARS,,On the Northwest Side,Nearmap 2023
-75.1351818713005,39.9825710757468,365,Norris Square,5_12_YEARS,2022/03/17 16:17:02+00, ,Nearmap 2023
-75.2501754765478,39.9691130431019,366,William T Granahan Playground,5_12_YEARS,2020/11/01 00:00:00+00, ,Nearmap 2023
-75.1656928775689,40.0536721644427,367,Awbury Park and Recreation Center,5_12_YEARS,, ,Nearmap 2023
-75.1771515683954,40.0516014568484,368,Cliveden Park,5_12_YEARS,, ,Nearmap 2023
-75.1086341432755,40.0014032050438,369,Joseph A Scanlon Playground,5_12_YEARS,2023/05/01 00:00:00+00,Renovated in 2023.,"Capital 2022;NearMap 2023"
-75.0540362468573,40.0261294311156,370,Franklin Delano Roosevelt Playground,5_12_YEARS,2020/10/01 00:00:00+00,Installed during Renovations in 10/2020,Nearmap 2023
-75.1514373183259,39.9277243497461,371,John Dickinson Square,5_12_YEARS,, ,Nearmap 2023
-75.2285796810518,39.9754028536666,372,Conestoga Community Playground,5_12_YEARS,2016/10/01 00:00:00+00, ,Nearmap 2023
-75.0986925736814,39.9977083276111,373,Robert T Heitzman Recreation Center,UNKNOWN,2022/09/23 00:00:00+00, ,Nearmap 2023
-75.0935764508442,40.0300176785518,374,Edward Houseman Playground,5_12_YEARS,, ,Nearmap 2023
-75.1657310635481,40.0239109958025,375,Happy Hollow Recreation Center,5_12_YEARS,, ,Nearmap 2023
-75.1570397670577,39.9228930598243,376,James Otis Ford Playground,5_12_YEARS,2016/01/01 00:00:00+00, ,Nearmap 2023
-75.1524419409755,39.9426444819429,377,Starr Garden Playground,5_12_YEARS,, ,Street Smart 2023
-75.2134908986814,39.9306560266241,378,Bartrams Garden,UNKNOWN,, ,Nearmap 2023
-75.0337305686579,40.1001709143942,379,William A Lackman Memorial Playground,5_12_YEARS,2014/01/01 00:00:00+00, ,Nearmap 2023
-75.1958103641836,39.9672723323999,380,Miles Mack Playground,5_12_YEARS,2021/03/01 00:00:00+00,Rebuild renovations in 2021,Nearmap 2023
-75.216482788536,39.9712550667543,381,Sister Clara Muhammad Square,5_12_YEARS,2010/01/01 00:00:00+00, ,Nearmap 2023
-75.2307159936833,39.9234254932314,382,George Connell Park,5_12_YEARS,, ,Nearmap 2023
-75.2297150079051,39.9634969547277,383,Ann P Nichols Park,5_12_YEARS,2017/01/01 00:00:00+00, ,Nearmap 2023
-75.2481975945122,39.9082693426318,384,William A Cibotti Recreation Center,5_12_YEARS,2020/08/01 00:00:00+00, ,Nearmap 2023
-75.1593180976964,39.9342275999501,385,Dr Nicola Capitolo Playground,5_12_YEARS,2019/04/01 00:00:00+00, ,Nearmap 2023
-75.1869107767414,39.9258310588989,386,Thomas B Smith Recreation Center,5_12_YEARS,2018/01/01 00:00:00+00, ,Nearmap 2023
-75.1907595260522,39.9649033226891,387,33rd and Wallace Playground,5_12_YEARS,2022/06/28 00:00:00+00, ,Nearmap 2023
-75.1697610596748,40.0655069715485,388,Charles M Finley Playground,5_12_YEARS,2018/01/01 00:00:00+00, ,Nearmap 2023
-75.2104582846483,39.9618441517971,389,John A Lee Cultural Center,5_12_YEARS,, ,Nearmap 2023
-75.1675996189873,39.9942366242076,390,Cecil B Moore Recreation Center,5_12_YEARS,2018/01/01 00:00:00+00, ,Nearmap 2023
-75.1284443251198,39.9718381587555,391,Fishtown Recreation Center,2_5_YEARS,2020/01/01 00:00:00+00,Redeveloped through Rebuild (2019-2020),Nearmap 2023
-75.0934139292111,40.0221004157621,392,Private Alfred J Simpson Memorial Recreation Center,5_12_YEARS,2020/01/01 00:00:00+00,Renovated in 2020,Nearmap 2023
-75.0418562048145,40.0321953748848,393,Senator William Vincent Mullin Playground,5_12_YEARS,, ,Nearmap 2023
-75.1332225042414,40.0025780259334,394,Corporal George J Reed Jr Memorial Playground,2_5_YEARS,2019/05/01 00:00:00+00, ,Nearmap 2023
-75.1599161654954,40.0321298259844,395,Wister Playground,5_12_YEARS,2016/01/01 00:00:00+00, ,Nearmap 2023
-75.0515507498782,40.0922952517688,396,CCA Baldi School Playground,5_12_YEARS,, ,Nearmap 2023
-75.2390760174365,39.9566474671336,397,Howard Sayre Morris Recreation Center,5_12_YEARS,, ,Nearmap 2023
-75.2282442477752,39.9349248118025,398,Francis J Myers Recreation Center,5_12_YEARS,, ,Nearmap 2023
-75.1655715518693,40.0065423634067,399,22nd and Ontario Park,5_12_YEARS,, ,Nearmap 2023
-75.06959250876,40.0242311757722,400,Wissinoming Park,UNKNOWN,2018/01/01 00:00:00+00, ,Nearmap 2023
-75.0076998530554,40.1231205913992,401,Daniel Boyle Memorial Recreation Center,5_12_YEARS,, ,Nearmap 2023
-75.1521120545584,39.9862524245436,402,Penrose Memorial Playground,5_12_YEARS,, ,Nearmap 2023
-74.9929121149564,40.04185140286,403,Fish Hatchery at Pleasant Hill Park,5_12_YEARS,, ,Nearmap 2023
-75.2159186086897,39.9660813219399,404,Tiffany Fletcher Recreation Center,5_12_YEARS,2014/01/01 00:00:00+00,Name changed by council on 12/2022.,Nearmap 2023
-75.1512095663576,39.9662974776816,405,East Poplar Playground,2_5_YEARS,2021/10/01 00:00:00+00,Installed during 2021 Renovations.,Nearmap 2023
-75.2168782433338,39.9424473587604,406,Kingsessing Recreation Center,5_12_YEARS,, ,Nearmap 2023
-75.1210198220514,40.0217028955394,407,Feltonville Recreation Center,5_12_YEARS,, ,Nearmap 2023
-75.091801925408,40.0119121682411,408,Joseph Deni Recreation Center,2_5_YEARS,, ,Nearmap 2023
-75.1818781017793,39.9687762023139,409,26th and Pennsylvania Playground,UNKNOWN,, ,Nearmap 2023
-75.2150402347204,39.9918137004081,410,Belmont Grove,5_12_YEARS,, ,Nearmap 2023
-75.2126049913747,39.9784378318954,411,Carousel House Recreation Center,5_12_YEARS,, ,Nearmap 2023
-75.0208129997223,40.0384978937791,412,Torresdale and Enfield Fields,5_12_YEARS,, ,Nearmap 2023
-75.1703716502153,40.0164677906322,413,Fernhill Park,UNKNOWN,, ,Nearmap 2023
-75.1509026790736,39.9895468275389,414,Stephen E Fotterall Square,5_12_YEARS,2023/08/23 00:00:00+00,Renovated 2023,"Park As-built 2023; Nearmap 2023; visted site 8/23/23"
-75.0246199332594,40.1143190937043,415,Tomlinson and Gifford Playground,2_5_YEARS,2020/01/01 00:00:00+00,Installed between 2019 and 2020,Nearmap 2023
-75.2073080614601,39.9788213893521,416,West Fairmount Park,UNKNOWN,,Next to Kelly Pool,Nearmap 2023
-75.1875507801681,39.9731900681171,417,East Fairmount Park,UNKNOWN,,Between Sedgley Porter's House and Lemon Hill,Nearmap 2023
-75.1873724194668,39.9891466849118,418,Joseph E Mander Playground,5_12_YEARS,2016/01/01 00:00:00+00, ,Nearmap 2023
-75.2555577414159,39.9744155022608,419,Charles A Papa Playground,5_12_YEARS,2015/01/01 00:00:00+00, ,Nearmap 2023
-75.0707756238754,40.0391580814432,420,Max Myers Playground,2_5_YEARS,2018/01/01 00:00:00+00, ,Nearmap 2023
-75.2147440453575,39.9918772457491,421,Belmont Grove,2_5_YEARS,, ,Nearmap 2023
-75.2506976767499,39.9053733606383,422,Eastwick Regional Playground,5_12_YEARS,, ,Nearmap 2023
-75.1973510015064,39.9721326764959,423,Philadelphia Zoo,5_12_YEARS,,In Philadelphia Zoo,Nearmap 2023
-74.9980366343887,40.0587742812065,424,Torresdale Recreation Center,2_5_YEARS,2019/01/01 00:00:00+00, ,Nearmap 2023
-75.0671427142851,40.0805802469675,425,Verree and Susquehanna Playground,5_12_YEARS,, ,Nearmap 2023
-75.2310380867799,39.9771089551778,426,Charles A Baker Playground,2_5_YEARS,, ,Nearmap 2023
-75.0901797638287,40.0688670979697,427,Burholme Park,2_5_YEARS,2018/01/01 00:00:00+00, ,Nearmap 2023
-75.090002772144,40.0690680242459,428,Burholme Park,5_12_YEARS,2018/01/01 00:00:00+00, ,Nearmap 2023
-75.1962186864554,39.9638761020154,429,37th and Mount Vernon Playground,2_5_YEARS,2016/10/26 00:00:00+00, ,Nearmap 2023
-75.1513484933303,39.9663150667105,430,East Poplar Playground,5_12_YEARS,2021/10/01 00:00:00+00,Installed during 2021 Renovations.,Nearmap 2023
-75.04836496902,40.0213757488738,431,Frank JG Dorsey Memorial Playground,5_12_YEARS,2018/11/05 00:00:00+00, ,Nearmap 2023
-75.1934563509134,39.9327875823794,432,William Lanier Park,5_12_YEARS,2018/11/14 00:00:00+00, ,Nearmap 2023
-75.1827124850967,39.99427614683,433,31st and Cumberland Play Lot,UNKNOWN,, ,Nearmap 2023
-75.182420816717,39.9955533872529,434,31st and Huntingdon Play Lot,UNKNOWN,, ,Nearmap 2023
-75.1464508730605,40.007502910032,435,Williams Moore Reed Memorial Park,5_12_YEARS,2021/07/01 00:00:00+00,Renovations Phase 1 Installations,Nearmap 2023
-75.1466826083686,40.0076314317266,436,Williams Moore Reed Memorial Park,2_5_YEARS,2021/07/01 00:00:00+00,Renovations Phase 1 Installations,Nearmap 2023
-75.1551237592838,39.9329556139041,437,Gold Star Park,2_5_YEARS,2020/11/01 00:00:00+00, ,Nearmap 2023
-75.2498669207489,39.9689319184447,438,William T Granahan Playground,2_5_YEARS,2020/11/01 00:00:00+00, ,Nearmap 2023
-75.2408278189726,39.9255576706049,439,John J McCreesh Sr Playground,5_12_YEARS,2020/11/01 00:00:00+00, ,Nearmap 2023
-75.2404518762179,39.9257862089253,440,John J McCreesh Sr Playground,2_5_YEARS,2020/11/01 00:00:00+00, ,Nearmap 2023
-75.187974453273,40.0182228673275,441,McMichael Park,5_12_YEARS,2020/10/01 00:00:00+00, ,Nearmap 2023
-75.2205819698538,39.931445633421,442,Russell DeRitis Playground,5_12_YEARS,2020/10/01 00:00:00+00,Site renovated in 2020.,Nearmap 2023
-75.2203897439901,39.931579240206,443,Russell DeRitis Playground,2_5_YEARS,2020/10/01 00:00:00+00,Site renovated in 2020.,Nearmap 2023
-75.1555265717129,40.0202323027843,444,Nicetown Park,2_12_YEARS,2020/10/01 00:00:00+00,Site renovated in 2020.,Nearmap 2023
-75.0270291491473,40.0604637018912,445,Frank McArdle Memorial Recreation Center, ,2021/01/01 00:00:00+00, ,Nearmap 2023
-75.0269528849365,40.0603797263442,446,Frank McArdle Memorial Recreation Center, ,2021/01/01 00:00:00+00, ,Nearmap 2023
-75.1475876636687,39.9832264246464,447,8th and Diamond Playground,2_5_YEARS,2021/07/01 00:00:00+00,Installed 2020-2021 (Rebuild),Nearmap 2023
-75.1733375634822,39.9590611945315,448,Benjamin Franklin Parkway,5_12_YEARS,2021/07/01 00:00:00+00,Installed in 7/2021. Called Winter Street Greenway Playground.,Nearmap 2023
-75.1736093527169,39.9590849357173,449,Benjamin Franklin Parkway,2_5_YEARS,2021/07/01 00:00:00+00,Installed in 7/2021. Called Winter Street Greenway Playground.,Nearmap 2023
-75.1084887807844,40.0013858987962,450,Joseph A Scanlon Playground,2_5_YEARS,2023/05/01 00:00:00+00,Renovated in 2023.,"Capital 2022;NearMap 2023"
-75.1509515765294,39.98976794751,451,Stephen E Fotterall Square,2_5_YEARS,2023/08/23 00:00:00+00,Renovated 2023,"Park As-built 2023; Nearmap 2023; visted site 8/23/23"
-75.1014369625768,39.9863506080621,452,Frank Glavin Playground,5_12_YEARS,2023/08/01 00:00:00+00,Renovated in 2022,"Nearmap 2023; Capital drawings 2023"
-75.1013415154477,39.9862933314555,453,Frank Glavin Playground,2_5_YEARS,2023/08/01 00:00:00+00,Renovated in 2022,"Nearmap 2023; Capital drawings 2023"
-75.249535246828,39.9511368932666,454,Rufus O Williams Memorial Playground,2_5_YEARS,2022/07/22 00:00:00+00,Installed during 2022 renovations,"Nearmap 2023; Capital drawings 2023"
-75.0886038532786,40.0170414644149,455,Overington Park,2_5_YEARS,, ,Nearmap 2023
-75.0930021412045,40.0227634639131,456,Northwood Park,5_12_YEARS,2023/09/11 00:00:00+00,Northwood Park Nature Playspace,Nearmap 2023
-75.1280154268557,39.9666605448269,457,Penn Treaty Park, ,, ,Nearmap 2023
-75.1542318222618,40.0201036225667,458,Nicetown Park,2_5_YEARS,,,Nearmap 2023
-75.139503816264,39.9810964237077,459,3rd and Norris Playground,2_12_YEARS,2022/05/01 00:00:00+00,,Nearmap 2023
-75.1962158263339,39.9812091980933,460,Smith Memorial Playground and Playhouse,UNKNOWN,, ,Nearmap 2023
-75.1577500525427,39.9232141315526,461,James Otis Ford Playground,5_12_YEARS,2016/01/01 00:00:00+00, ,Nearmap 2023
-75.1577481419553,39.9231188695989,462,James Otis Ford Playground,UNKNOWN,2016/01/01 00:00:00+00, ,Nearmap 2023
-75.1786716701,39.9045609566347,463,Franklin Delano Roosevelt Park,2_12_YEARS,2023/09/19 00:00:00+00,,Nearmap 2023
